RAMO,ID_UR,EJERCICIO,TRIMESTRE,INSTITUCION,AUDITORÍAS_REALIZADAS,OBSERVACIONES_DETERMINADAS
8,l6U,2002,20020101/20020331,SERVICIO GEOLÓGICO MEXICANO,6,9
8,l6U,2002,20020101/20020331,"TELEVISIÓN METROPOLITANA, S.A. DE C.V.",3,6
8,l6U,2002,20020101/20020331,SERVICIO POSTAL MEXICANO,7,41
8,l6U,2002,20020101/20020331,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,4,13
8,l6U,2002,20020101/20020331,SECRETARÍA DE SALUD,38,122
8,l6U,2002,20020101/20020331,SERVICIOS A LA NAVEGACIÓN EN EL ESPACIO AÉREO MEXICANO,4,1
8,l6U,2002,20020101/20020331,SECRETARÍA DE ECONOMÍA,17,36
8,l6U,2002,20020101/20020331,SECRETARÍA DE TURISMO,6,15
8,l6U,2002,20020101/20020331,SECRETARIADO EJECUTIVO DEL SISTEMA NACIONAL DE SEGURIDAD PÚBLICA,1,1
8,l6U,2002,20020101/20020331,"SERVICIO NACIONAL DE SANIDAD, INOCUIDAD Y CALIDAD AGROALIMENTARIA",5,25
8,l6U,2002,20020101/20020331,SECRETARÍA DEL TRABAJO Y PREVISIÓN SOCIAL,24,23
8,l6U,2002,20020101/20020331,"SECRETARÍA DE DESARROLLO AGRARIO, TERRITORIAL Y URBANO",11,13
8,l6U,2002,20020101/20020331,SECRETARÍA DE MARINA,13,0
8,l6U,2002,20020101/20020331,SECRETARÍA DE SEGURIDAD PÚBLICA,7,18
8,l6U,2002,20020101/20020331,SECRETARÍA DE RELACIONES EXTERIORES,8,27
8,l6U,2002,20020701/20020930,"SOCIEDAD HIPOTECARIA FEDERAL, S.N.C.",1,2
8,l6U,2002,20020701/20020930,SECRETARÍA DE LA FUNCIÓN PÚBLICA,18,40
8,l6U,2002,20020701/20020930,TELECOMUNICACIONES DE MÉXICO,7,40
8,l6U,2002,20020701/20020930,SERVICIO POSTAL MEXICANO,11,35
8,l6U,2002,20020701/20020930,"SERVICIOS DE ALMACENAMIENTO DEL NORTE, S.A. DE C.V. en Liquidación",1,13
8,l6U,2002,20020701/20020930,SERVICIOS A LA NAVEGACIÓN EN EL ESPACIO AÉREO MEXICANO,4,0
8,l6U,2002,20020701/20020930,SERVICIO DE ADMINISTRACIÓN DE BIENES ASEGURADOS,2,6
8,l6U,2002,20020701/20020930,SERVICIO DE ADMINISTRACIÓN TRIBUTARIA,34,87
8,l6U,2002,20020701/20020930,SUPERISSSTE,13,16
8,l6U,2002,20020701/20020930,SECRETARÍA DE GOBERNACIÓN,14,8
8,l6U,2002,20020701/20020930,SECRETARÍA DE ENERGÍA,3,8
8,l6U,2002,20020701/20020930,SECRETARÍA DE MARINA,13,0
8,l6U,2002,20020701/20020930,SECRETARÍA DE SEGURIDAD PÚBLICA,5,16
8,l6U,2002,20020701/20020930,SERVICIO DE ADMINISTRACIÓN Y ENAJENACIÓN DE BIENES,6,16
8,l6U,2002,20020701/20020930,"SERVICIOS AEROPORTUARIOS DE LA CIUDAD DE MÉXICO, S.A. DE C.V.",2,9
8,l6U,2002,20020701/20020930,"SERVICIO NACIONAL DE SANIDAD, INOCUIDAD Y CALIDAD AGROALIMENTARIA",5,9
8,l6U,2002,20020701/20020930,"SECRETARÍA DE DESARROLLO AGRARIO, TERRITORIAL Y URBANO",7,19
8,l6U,2002,20020701/20020930,"TELEVISIÓN METROPOLITANA, S.A. DE C.V.",3,10
8,l6U,2002,20020701/20020930,SECRETARÍA DE ECONOMÍA,17,52
8,l6U,2002,20020701/20020930,TALLERES GRÁFICOS DE MÉXICO,3,5
8,l6U,2002,20020701/20020930,SECRETARÍA DE LA DEFENSA NACIONAL,7,1
8,l6U,2002,20020701/20020930,SECRETARÍA DE MEDIO AMBIENTE Y RECURSOS NATURALES,5,21
8,l6U,2002,20020701/20020930,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,3,7
8,l6U,2002,20020701/20020930,SECRETARÍA DE SALUD,11,69
8,l6U,2002,20020701/20020930,SECRETARÍA DE RELACIONES EXTERIORES,7,10
8,l6U,2002,20020701/20020930,SECRETARÍA DE HACIENDA Y CRÉDITO PÚBLICO,18,56
8,l6U,2002,20020701/20020930,SECRETARIADO EJECUTIVO DEL SISTEMA NACIONAL DE SEGURIDAD PÚBLICA,1,2
8,l6U,2002,20020701/20020930,SECRETARÍA DE EDUCACIÓN PÚBLICA,24,28
8,l6U,2002,20020701/20020930,SECRETARÍA DEL TRABAJO Y PREVISIÓN SOCIAL,44,64
8,l6U,2002,20020701/20020930,UNIVERSIDAD PEDAGÓGICA NACIONAL,2,1
8,l6U,2002,20020701/20020930,SECRETARÍA DE TURISMO,7,11
8,l6U,2002,20020701/20020930,SERVICIO GEOLÓGICO MEXICANO,2,0
8,l6U,2002,20021001/20021231,TELECOMUNICACIONES DE MÉXICO,2,13
8,l6U,2002,20021001/20021231,SECRETARÍA DE LA DEFENSA NACIONAL,6,0
8,l6U,2002,20021001/20021231,"SERVICIO NACIONAL DE SANIDAD, INOCUIDAD Y CALIDAD AGROALIMENTARIA",6,10
8,l6U,2002,20021001/20021231,SECRETARÍA DE SEGURIDAD PÚBLICA,3,14
8,l6U,2002,20021001/20021231,"TELEVISIÓN METROPOLITANA, S.A. DE C.V.",5,10
8,l6U,2002,20021001/20021231,SECRETARÍA DEL TRABAJO Y PREVISIÓN SOCIAL,15,12
8,l6U,2002,20021001/20021231,SECRETARÍA DE MEDIO AMBIENTE Y RECURSOS NATURALES,15,29
8,l6U,2002,20021001/20021231,SECRETARÍA DE GOBERNACIÓN,9,16
8,l6U,2002,20021001/20021231,SECRETARÍA DE TURISMO,6,11
8,l6U,2002,20021001/20021231,"SOCIEDAD HIPOTECARIA FEDERAL, S.N.C.",1,0
8,l6U,2002,20021001/20021231,SERVICIO DE ADMINISTRACIÓN TRIBUTARIA,31,59
8,l6U,2002,20021001/20021231,SERVICIO DE ADMINISTRACIÓN DE BIENES ASEGURADOS,2,8
8,l6U,2002,20021001/20021231,SECRETARÍA DE ECONOMÍA,8,12
8,l6U,2002,20021001/20021231,SECRETARÍA DE EDUCACIÓN PÚBLICA,21,57
8,l6U,2002,20021001/20021231,SERVICIOS A LA NAVEGACIÓN EN EL ESPACIO AÉREO MEXICANO,3,0
8,l6U,2002,20021001/20021231,"SERVICIOS DE ALMACENAMIENTO DEL NORTE, S.A. DE C.V. en Liquidación",1,5
8,l6U,2002,20021001/20021231,SECRETARÍA DE HACIENDA Y CRÉDITO PÚBLICO,8,16
8,l6U,2002,20021001/20021231,SUPERISSSTE,21,7
8,l6U,2002,20021001/20021231,TALLERES GRÁFICOS DE MÉXICO,5,7
8,l6U,2002,20021001/20021231,SECRETARÍA DE MARINA,12,0
8,l6U,2002,20021001/20021231,SECRETARÍA DE ENERGÍA,2,7
8,l6U,2002,20021001/20021231,SERVICIO GEOLÓGICO MEXICANO,4,3
8,l6U,2002,20021001/20021231,SECRETARÍA DE SALUD,19,50
8,l6U,2002,20021001/20021231,SECRETARÍA DE LA FUNCIÓN PÚBLICA,13,53
8,l6U,2002,20021001/20021231,"SECRETARÍA DE DESARROLLO AGRARIO, TERRITORIAL Y URBANO",7,7
8,l6U,2002,20021001/20021231,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,2,3
8,l6U,2002,20021001/20021231,UNIVERSIDAD PEDAGÓGICA NACIONAL,1,1
8,l6U,2002,20021001/20021231,SECRETARÍA DE RELACIONES EXTERIORES,4,8
8,l6U,2002,20021001/20021231,SERVICIO DE ADMINISTRACIÓN Y ENAJENACIÓN DE BIENES,3,8
8,l6U,2002,20021001/20021231,SERVICIO POSTAL MEXICANO,6,33
9,J0U,2002,20020401/20020630,CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,21,90
9,J0U,2002,20020101/20020331,CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,20,43
9,J0U,2002,20020701/20020930,CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,11,55
9,J0U,2002,20021001/20021231,CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,7,67
9,J2R,2002,20020401/20020630,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE ENSENADA, S.A. DE C.V",3,1
9,J2R,2002,20020101/20020331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE ENSENADA, S.A. DE C.V",4,2
9,J2R,2002,20020701/20020930,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE ENSENADA, S.A. DE C.V",3,6
9,J2R,2002,20021001/20021231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE ENSENADA, S.A. DE C.V",4,5
9,J2T,2002,20020401/20020630,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE MAZATLÁN, S.A. DE C.V.",2,3
9,J2T,2002,20020101/20020331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE MAZATLÁN, S.A. DE C.V.",3,4
9,J2T,2002,20020701/20020930,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE MAZATLÁN, S.A. DE C.V.",1,1
9,J2T,2002,20021001/20021231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE MAZATLÁN, S.A. DE C.V.",1,3
9,J2V,2002,20020401/20020630,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE PUERTO VALLARTA, S.A. DE C.V.",3,8
9,J2V,2002,20020101/20020331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE PUERTO VALLARTA, S.A. DE C.V.",3,2
9,J2V,2002,20020701/20020930,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE PUERTO VALLARTA, S.A. DE C.V.",1,0
9,J2V,2002,20021001/20021231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE PUERTO VALLARTA, S.A. DE C.V.",2,0
9,J2W,2002,20020401/20020630,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V.",3,1
9,J2W,2002,20020101/20020331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V.",3,4
9,J2W,2002,20020701/20020930,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V.",2,0
9,J2W,2002,20021001/20021231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE TOPOLOBAMPO, S.A. DE C.V.",2,5
9,J2X,2002,20020401/20020630,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE TUXPAN, S.A. DE C.V.",3,0
9,J2X,2002,20020101/20020331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE TUXPAN, S.A. DE C.V.",3,0
9,J2X,2002,20020701/20020930,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE TUXPAN, S.A. DE C.V.",3,0
9,J2X,2002,20021001/20021231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE TUXPAN, S.A. DE C.V.",1,0
9,J2Y,2002,20020101/20020331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE ALTAMIRA, S.A. DE C.V.",2,5
9,J2Y,2002,20020701/20020930,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE ALTAMIRA, S.A. DE C.V.",3,5
9,J2Y,2002,20021001/20021231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE ALTAMIRA, S.A. DE C.V.",1,2
9,J2Z,2002,20020401/20020630,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE GUAYMAS, S.A. DE C.V.",3,0
9,J2Z,2002,20020101/20020331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE GUAYMAS, S.A. DE C.V.",4,1
9,J2Z,2002,20020701/20020930,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE GUAYMAS, S.A. DE C.V.",3,2
9,J2Z,2002,20021001/20021231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE GUAYMAS, S.A. DE C.V.",1,0
9,J3A,2002,20020401/20020630,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE LÁZARO CÁRDENAS, S.A. DE C.V.",4,5
9,J3A,2002,20020101/20020331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE LÁZARO CÁRDENAS, S.A. DE C.V.",4,1
9,J3A,2002,20020701/20020930,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE LÁZARO CÁRDENAS, S.A. DE C.V.",4,7
9,J3A,2002,20021001/20021231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE LÁZARO CÁRDENAS, S.A. DE C.V.",3,3
9,J3B,2002,20020401/20020630,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE MANZANILLO, S.A. DE C.V.",3,2
9,J3B,2002,20020101/20020331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE MANZANILLO, S.A. DE C.V.",3,0
9,J3B,2002,20020701/20020930,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE MANZANILLO, S.A. DE C.V.",3,1
9,J3B,2002,20021001/20021231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE MANZANILLO, S.A. DE C.V.",4,3
9,J3C,2002,20020101/20020331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE PROGRESO, S.A. DE C.V.",2,3
9,J3C,2002,20020701/20020930,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE PROGRESO, S.A. DE C.V.",2,3
9,J3C,2002,20021001/20021231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE PROGRESO, S.A. DE C.V.",2,7
9,J3D,2002,20020401/20020630,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE TAMPICO, S.A. DE C.V.",5,8
9,J3D,2002,20020101/20020331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE TAMPICO, S.A. DE C.V.",5,3
9,J3D,2002,20020701/20020930,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE TAMPICO, S.A. DE C.V.",4,6
9,J3D,2002,20021001/20021231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE TAMPICO, S.A. DE C.V.",2,0
9,J3E,2002,20020401/20020630,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE VERACRUZ, S.A. DE C.V.",2,1
9,J3E,2002,20020101/20020331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE VERACRUZ, S.A. DE C.V.",2,20
9,J3E,2002,20020701/20020930,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE VERACRUZ, S.A. DE C.V.",1,2
9,J3E,2002,20021001/20021231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE VERACRUZ, S.A. DE C.V.",1,1
9,J3F,2002,20020401/20020630,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE COATZACOALCOS, S.A. DE C.V.",3,1
9,J3F,2002,20020101/20020331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE COATZACOALCOS, S.A. DE C.V.",3,2
9,J3F,2002,20020701/20020930,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE COATZACOALCOS, S.A. DE C.V.",3,0
9,J3F,2002,20021001/20021231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE COATZACOALCOS, S.A. DE C.V.",1,0
9,J3G,2002,20020401/20020630,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE SALINA CRUZ, S.A. DE C.V.",6,4
9,J3G,2002,20020101/20020331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE SALINA CRUZ, S.A. DE C.V.",4,2
9,J3G,2002,20020701/20020930,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE SALINA CRUZ, S.A. DE C.V.",4,4
9,J3G,2002,20021001/20021231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE SALINA CRUZ, S.A. DE C.V.",4,2
9,J3L,2002,20020401/20020630,"FERROCARRIL DEL ISTMO DE TEHUANTEPEC, S.A. DE C.V.",4,7
9,J3L,2002,20021001/20021231,"FERROCARRIL DEL ISTMO DE TEHUANTEPEC, S.A. DE C.V.",1,0
9,J3R,2002,20020401/20020630,FERROCARRILES NACIONALES DE MÉXICO en Liquidación,2,4
9,J3R,2002,20020401/20020630,FIDEICOMISO FONDO NACIONAL DE HABITACIONES POPULARES,4,15
9,J3R,2002,20020101/20020331,FERROCARRILES NACIONALES DE MÉXICO en Liquidación,1,0
9,J3R,2002,20020101/20020331,FIDEICOMISO FONDO NACIONAL DE HABITACIONES POPULARES,3,24
9,J3R,2002,20020701/20020930,FIDEICOMISO FONDO NACIONAL DE HABITACIONES POPULARES,1,1
9,J3R,2002,20020701/20020930,FERROCARRILES NACIONALES DE MÉXICO en Liquidación,5,30
9,J3R,2002,20021001/20021231,FERROCARRILES NACIONALES DE MÉXICO en Liquidación,2,7
9,J3R,2002,20021001/20021231,FIDEICOMISO FONDO NACIONAL DE HABITACIONES POPULARES,1,0
9,J4V,2002,20020101/20020331,FIDEICOMISO DE FORMACIÓN Y CAPACITACIÓN PARA EL PERSONAL DE LA MARINA MERCANTE NACIONAL,4,2
9,J4V,2002,20020401/20020630,FIDEICOMISO DE FORMACIÓN Y CAPACITACIÓN PARA EL PERSONAL DE LA MARINA MERCANTE NACIONAL,5,2
9,J4V,2002,20020701/20020930,FIDEICOMISO DE FORMACIÓN Y CAPACITACIÓN PARA EL PERSONAL DE LA MARINA MERCANTE NACIONAL,5,4
9,J4V,2002,20021001/20021231,FIDEICOMISO DE FORMACIÓN Y CAPACITACIÓN PARA EL PERSONAL DE LA MARINA MERCANTE NACIONAL,3,7
9,JZL,2002,20020101/20020331,AEROPUERTOS Y SERVICIOS AUXILIARES,8,43
9,JZL,2002,20020401/20020630,AEROPUERTOS Y SERVICIOS AUXILIARES,7,10
9,JZL,2002,20020701/20020930,AEROPUERTOS Y SERVICIOS AUXILIARES,7,24
9,JZL,2002,20021001/20021231,AEROPUERTOS Y SERVICIOS AUXILIARES,7,16
10,K2N,2002,20020401/20020630,"EXPORTADORA DE SAL, S.A. DE C.V.",4,8
10,K2N,2002,20020101/20020331,"EXPORTADORA DE SAL, S.A. DE C.V.",2,4
10,K2N,2002,20020701/20020930,"EXPORTADORA DE SAL, S.A. DE C.V.",3,7
10,K2N,2002,20021001/20021231,"EXPORTADORA DE SAL, S.A. DE C.V.",2,1
10,K2O,2002,20020401/20020630,FIDEICOMISO DE FOMENTO MINERO,4,7
10,K2O,2002,20020101/20020331,FIDEICOMISO DE FOMENTO MINERO,4,4
10,K2O,2002,20020701/20020930,FIDEICOMISO DE FOMENTO MINERO,11,2
10,K2O,2002,20021001/20021231,FIDEICOMISO DE FOMENTO MINERO,2,5
10,K2W,2002,20020101/20020331,PRODUCTORA NACIONAL DE SEMILLAS en Liquidación,3,29
10,K2W,2002,20020401/20020630,PRODUCTORA NACIONAL DE SEMILLAS en Liquidación,3,16
10,K2W,2002,20020701/20020930,PRODUCTORA NACIONAL DE SEMILLAS en Liquidación,1,4
10,K2W,2002,20021001/20021231,PRODUCTORA NACIONAL DE SEMILLAS en Liquidación,3,15
10,K8V,2002,20020401/20020630,INSTITUTO MEXICANO DE LA PROPIEDAD INDUSTRIAL,4,10
10,K8V,2002,20020101/20020331,INSTITUTO MEXICANO DE LA PROPIEDAD INDUSTRIAL,3,14
10,K8V,2002,20020701/20020930,INSTITUTO MEXICANO DE LA PROPIEDAD INDUSTRIAL,4,12
10,K8V,2002,20021001/20021231,INSTITUTO MEXICANO DE LA PROPIEDAD INDUSTRIAL,2,4
10,LAT,2002,20020401/20020630,PROCURADURÍA FEDERAL DEL CONSUMIDOR,9,21
10,LAT,2002,20020101/20020331,PROCURADURÍA FEDERAL DEL CONSUMIDOR,8,16
10,LAT,2002,20020701/20020930,PROCURADURÍA FEDERAL DEL CONSUMIDOR,6,10
10,LAT,2002,20021001/20021231,PROCURADURÍA FEDERAL DEL CONSUMIDOR,6,19
11,B00,2002,20020401/20020630,INSTITUTO POLITÉCNICO NACIONAL.,23,125
11,B00,2002,20020101/20020331,INSTITUTO POLITÉCNICO NACIONAL.,17,75
11,B00,2002,20020701/20020930,INSTITUTO POLITÉCNICO NACIONAL.,19,80
11,B00,2002,20021001/20021231,INSTITUTO POLITÉCNICO NACIONAL.,16,54
11,D00,2002,20020401/20020630,INSTITUTO NACIONAL DE ANTROPOLOGÍA E HISTORIA ,4,19
11,D00,2002,20020101/20020331,INSTITUTO NACIONAL DE ANTROPOLOGÍA E HISTORIA ,6,45
11,D00,2002,20020701/20020930,INSTITUTO NACIONAL DE ANTROPOLOGÍA E HISTORIA ,5,31
11,D00,2002,20021001/20021231,INSTITUTO NACIONAL DE ANTROPOLOGÍA E HISTORIA ,3,14
11,E00,2002,20020401/20020630,INSTITUTO NACIONAL DE BELLAS ARTES Y LITERATURA,6,5
11,E00,2002,20020101/20020331,INSTITUTO NACIONAL DE BELLAS ARTES Y LITERATURA,6,15
11,E00,2002,20020701/20020930,INSTITUTO NACIONAL DE BELLAS ARTES Y LITERATURA,11,6
11,E00,2002,20021001/20021231,INSTITUTO NACIONAL DE BELLAS ARTES Y LITERATURA,7,4
11,L5N,2002,20020101/20020331,COLEGIO DE BACHILLERES,5,27
11,L5N,2002,20020401/20020630,COLEGIO DE BACHILLERES,4,24
11,L5N,2002,20020701/20020930,COLEGIO DE BACHILLERES,4,16
11,L5N,2002,20021001/20021231,COLEGIO DE BACHILLERES,5,25
11,L5X,2002,20020401/20020630,COMISIÓN DE AVALÚOS DE BIENES NACIONALES,11,22
11,L5X,2002,20020401/20020630,COLEGIO NACIONAL DE EDUCACIÓN PROFESIONAL TÉCNICA,3,7
11,L5X,2002,20020101/20020331,COLEGIO NACIONAL DE EDUCACIÓN PROFESIONAL TÉCNICA,5,12
11,L5X,2002,20020101/20020331,COMISIÓN DE AVALÚOS DE BIENES NACIONALES,9,38
11,L5X,2002,20020701/20020930,COLEGIO NACIONAL DE EDUCACIÓN PROFESIONAL TÉCNICA,5,29
11,L5X,2002,20020701/20020930,COMISIÓN DE AVALÚOS DE BIENES NACIONALES,7,10
11,L5X,2002,20021001/20021231,COMISIÓN DE AVALÚOS DE BIENES NACIONALES,12,22
11,L5X,2002,20021001/20021231,COLEGIO NACIONAL DE EDUCACIÓN PROFESIONAL TÉCNICA,3,13
11,L6H,2002,20020101/20020331,COMISIÓN FEDERAL DE ELECTRICIDAD,64,107
11,L6H,2002,20020401/20020630,COMISIÓN FEDERAL DE TELECOMUNICACIONES,5,14
11,L6H,2002,20020401/20020630,COMISIÓN DE OPERACIÓN Y FOMENTO DE ACTIVIDADES ACADÉMICAS DEL IPN,4,12
11,L6H,2002,20020401/20020630,COMISIÓN FEDERAL DE COMPETENCIA,4,10
11,L6H,2002,20020401/20020630,COMISIÓN FEDERAL DE ELECTRICIDAD,60,52
11,L6H,2002,20020701/20020930,COMISIÓN DE OPERACIÓN Y FOMENTO DE ACTIVIDADES ACADÉMICAS DEL IPN,5,15
11,L6H,2002,20020101/20020331,COMISIÓN FEDERAL DE COMPETENCIA,1,0
11,L6H,2002,20020101/20020331,COMISIÓN FEDERAL DE TELECOMUNICACIONES,2,4
11,L6H,2002,20020101/20020331,COMISIÓN DE OPERACIÓN Y FOMENTO DE ACTIVIDADES ACADÉMICAS DEL IPN,4,11
11,L6H,2002,20020701/20020930,COMISIÓN FEDERAL DE ELECTRICIDAD,77,53
11,L6H,2002,20020701/20020930,COMISIÓN FEDERAL DE TELECOMUNICACIONES,3,13
11,L6H,2002,20020701/20020930,COMISIÓN FEDERAL DE COMPETENCIA,1,4
11,L6H,2002,20021001/20021231,COMISIÓN FEDERAL DE COMPETENCIA,1,1
11,L6H,2002,20021001/20021231,COMISIÓN FEDERAL DE TELECOMUNICACIONES,3,4
11,L6H,2002,20021001/20021231,COMISIÓN DE OPERACIÓN Y FOMENTO DE ACTIVIDADES ACADÉMICAS DEL IPN,3,5
11,L6H,2002,20021001/20021231,COMISIÓN FEDERAL DE ELECTRICIDAD,71,45
11,L6I,2002,20020401/20020630,COMISIÓN NACIONAL DEL AGUA,4,106
11,L6I,2002,20020401/20020630,COMISIÓN NACIONAL DE LIBROS DE TEXTO GRATUITOS,7,23
11,L6I,2002,20020401/20020630,COMISIÓN NACIONAL DEL SISTEMA DE AHORRO PARA EL RETIRO,5,1
11,L6I,2002,20020401/20020630,COMISIÓN NACIONAL DE SEGUROS Y FIANZAS,7,9
11,L6I,2002,20020401/20020630,COMISIÓN NACIONAL DE LAS ZONAS ÁRIDAS,5,15
11,L6I,2002,20020401/20020630,COMISIÓN NACIONAL PARA EL DESARROLLO DE LOS PUEBLOS INDÍGENAS,11,52
11,L6I,2002,20020401/20020630,COMISIÓN NACIONAL DE CULTURA FÍSICA Y DEPORTE,7,9
11,L6I,2002,20020401/20020630,COMISIÓN NACIONAL FORESTAL,5,8
11,L6I,2002,20020401/20020630,COMISIÓN NACIONAL DE LOS SALARIOS MÍNIMOS,1,3
11,L6I,2002,20020701/20020930,COMISIÓN NACIONAL DE CULTURA FÍSICA Y DEPORTE,5,7
11,L6I,2002,20020101/20020331,COMISIÓN NACIONAL PARA EL DESARROLLO DE LOS PUEBLOS INDÍGENAS,14,52
11,L6I,2002,20020101/20020331,COMISIÓN NACIONAL DE SEGUROS Y FIANZAS,7,7
11,L6I,2002,20020101/20020331,COMISIÓN NACIONAL DE SEGURIDAD NUCLEAR Y SALVAGUARDIAS,3,3
11,L6I,2002,20020101/20020331,COMISIÓN NACIONAL DE LOS SALARIOS MÍNIMOS,2,0
11,L6I,2002,20020101/20020331,COMISIÓN NACIONAL DEL AGUA,4,102
11,L6I,2002,20020101/20020331,COMISIÓN NACIONAL DE LIBROS DE TEXTO GRATUITOS,2,3
11,L6I,2002,20020101/20020331,COMISIÓN NACIONAL DE CULTURA FÍSICA Y DEPORTE,7,11
11,L6I,2002,20020101/20020331,COMISIÓN NACIONAL DEL SISTEMA DE AHORRO PARA EL RETIRO,5,0
11,L6I,2002,20020101/20020331,COMISIÓN NACIONAL DE LAS ZONAS ÁRIDAS,4,21
11,L6I,2002,20020701/20020930,COMISIÓN NACIONAL DEL SISTEMA DE AHORRO PARA EL RETIRO,3,0
11,L6I,2002,20020701/20020930,COMISIÓN NACIONAL FORESTAL,1,1
11,L6I,2002,20020701/20020930,COMISIÓN NACIONAL DE LAS ZONAS ÁRIDAS,3,17
11,L6I,2002,20020701/20020930,COMISIÓN NACIONAL PARA EL DESARROLLO DE LOS PUEBLOS INDÍGENAS,12,66
11,L6I,2002,20020701/20020930,COMISIÓN NACIONAL DE SEGURIDAD NUCLEAR Y SALVAGUARDIAS,1,3
11,L6I,2002,20020701/20020930,COMISIÓN NACIONAL DE LOS SALARIOS MÍNIMOS,3,1
11,L6I,2002,20020701/20020930,COMISIÓN NACIONAL DEL AGUA,3,37
11,L6I,2002,20020701/20020930,COMISIÓN NACIONAL DE SEGUROS Y FIANZAS,7,6
11,L6I,2002,20020701/20020930,COMISIÓN NACIONAL DE LIBROS DE TEXTO GRATUITOS,4,21
11,L6I,2002,20021001/20021231,COMISIÓN NACIONAL DEL SISTEMA DE AHORRO PARA EL RETIRO,2,0
11,L6I,2002,20021001/20021231,COMISIÓN NACIONAL DE LIBROS DE TEXTO GRATUITOS,5,9
11,L6I,2002,20021001/20021231,COMISIÓN NACIONAL DE LOS SALARIOS MÍNIMOS,1,0
11,L6I,2002,20021001/20021231,COMISIÓN NACIONAL DE LAS ZONAS ÁRIDAS,3,23
11,L6I,2002,20021001/20021231,COMISIÓN NACIONAL DE CULTURA FÍSICA Y DEPORTE,7,19
11,L6I,2002,20021001/20021231,COMISIÓN NACIONAL DE SEGUROS Y FIANZAS,5,2
11,L6I,2002,20021001/20021231,COMISIÓN NACIONAL DEL AGUA,4,53
